GeneID	GSM7020412	GSM7020417	GSM7020416	GSM7020415	GSM7020414	GSM7020413
ENSG00000225879	0	0	0	0	0	0
ENSG00000225880	53	54	34	64	30	35
ENSG00000225881	0	0	0	0	0	0
ENSG00000225882	0	0	0	0	0	0
ENSG00000225883	0	0	0	0	0	0
ENSG00000225884	0	0	0	0	0	0
ENSG00000225885	19	17	34	11	44	4
ENSG00000225886	9	14	6	6	7	2
ENSG00000225889	42	43	66	36	43	27
ENSG00000225891	39	23	14	17	20	17
ENSG00000225893	0	0	0	1	1	0
ENSG00000225895	0	0	0	0	0	0
ENSG00000225896	0	0	0	0	0	0
ENSG00000225898	0	0	0	0	0	0
ENSG00000225899	0	0	0	0	0	0
ENSG00000225900	2	3	1	2	3	3
ENSG00000225901	1	1	0	0	1	2
ENSG00000225903	0	0	0	0	0	1
ENSG00000225904	0	0	0	0	0	0
ENSG00000225905	17	27	20	10	13	11
ENSG00000225906	0	0	0	0	0	0
ENSG00000225907	0	0	0	0	0	0
ENSG00000225911	0	0	0	0	0	0
ENSG00000225912	0	0	1	0	0	0
ENSG00000225913	5	1	0	0	4	0
ENSG00000225914	0	0	0	0	0	0
ENSG00000225918	0	0	0	0	2	1
ENSG00000225919	0	0	0	0	0	0
ENSG00000225920	15	2	1	2	3	1
ENSG00000225921	549	420	553	509	543	596
ENSG00000225922	0	0	0	0	0	0
ENSG00000225923	0	0	0	0	0	0
ENSG00000225924	2	0	0	0	0	0
ENSG00000225925	0	0	0	0	0	0
ENSG00000225928	1	0	0	0	1	0
ENSG00000225929	0	1	1	3	1	0
ENSG00000225930	0	0	2	0	0	0
ENSG00000225931	0	0	1	0	0	0
ENSG00000225933	2	6	3	1	2	0
ENSG00000225934	1	1	1	1	0	0
ENSG00000225935	1	0	1	0	0	0
ENSG00000225936	1	0	0	2	0	0
ENSG00000225937	2	0	3	1	0	1
ENSG00000225938	13	21	34	12	17	21
ENSG00000225940	18	67	23	71	13	5
ENSG00000225942	0	0	0	0	0	0
ENSG00000225943	0	0	0	0	0	0
ENSG00000225944	0	0	0	0	0	0
ENSG00000225945	7	7	13	11	8	0
ENSG00000225947	1	0	0	0	1	0
ENSG00000225948	39	7	41	18	32	4
ENSG00000225949	1	0	0	0	0	0
ENSG00000225950	14	28	7	26	10	25
ENSG00000225951	1	4	3	0	5	2
ENSG00000225952	1	2	2	1	2	1
ENSG00000225953	11	15	8	3	6	8
ENSG00000225956	0	1	2	1	0	0
ENSG00000225957	0	0	0	0	0	0
ENSG00000225959	0	0	0	1	0	0
ENSG00000225960	0	0	1	0	0	0
ENSG00000225963	53	12	11	7	2	3
ENSG00000225964	6	28	17	23	22	3
ENSG00000225965	0	0	0	0	0	0
ENSG00000225968	25	81	20	91	39	99
ENSG00000225969	0	0	0	0	0	0
ENSG00000225970	0	0	0	0	0	0
ENSG00000225971	1	0	0	1	1	1
ENSG00000225972	5	2	4	6	5	14
ENSG00000225973	54	41	77	60	66	60
ENSG00000225974	0	0	0	0	0	1
ENSG00000225975	89	38	49	24	54	36
ENSG00000225976	0	0	0	0	0	0
ENSG00000225978	9	21	11	27	19	6
ENSG00000225979	3	0	2	1	2	0
ENSG00000225980	0	0	0	0	0	0
ENSG00000225981	2	5	6	7	2	2
ENSG00000225982	1	0	1	1	0	1
ENSG00000225984	0	0	0	0	0	0
ENSG00000225988	0	0	0	0	0	2
ENSG00000225990	0	0	0	0	0	0
ENSG00000225991	0	0	0	0	0	0
ENSG00000225992	0	0	0	0	0	0
ENSG00000225997	0	0	0	0	0	0
ENSG00000225999	0	0	0	1	0	0
ENSG00000226002	1	5	5	7	3	2
ENSG00000226003	0	1	0	0	0	0
ENSG00000226004	2	1	5	7	12	4
ENSG00000226005	3	8	0	1	5	2
ENSG00000226007	2	1	4	0	4	2
ENSG00000226008	0	0	0	0	0	0
ENSG00000226009	13	2	8	4	6	1
ENSG00000226010	0	0	0	0	0	0
ENSG00000226011	0	0	0	0	0	0
ENSG00000226012	2	1	2	1	0	5
ENSG00000226013	0	0	0	0	0	0
ENSG00000226014	0	0	0	1	0	0
ENSG00000226015	77	64	56	73	64	63
ENSG00000226016	0	0	0	0	0	0
ENSG00000226017	3	0	5	1	3	4
ENSG00000226020	0	0	0	0	0	0
ENSG00000226022	2	0	0	0	0	0
ENSG00000226023	0	0	0	0	0	0
ENSG00000226024	0	0	0	0	0	0
ENSG00000226025	0	0	0	0	0	0
ENSG00000226026	25	13	30	6	7	9
ENSG00000226028	0	0	0	0	0	0
ENSG00000226029	60	77	52	47	69	21
ENSG00000226030	0	0	0	0	0	0
ENSG00000226031	12	6	4	12	3	0
ENSG00000226034	0	0	0	0	0	0
ENSG00000226036	0	0	0	0	0	0
ENSG00000226037	0	0	0	0	0	0
ENSG00000226038	3	3	3	2	4	3
ENSG00000226040	1	0	0	1	1	1
ENSG00000226041	0	0	0	0	0	0
ENSG00000226042	0	0	0	0	0	0
ENSG00000226043	0	0	0	0	0	0
ENSG00000226045	0	1	0	0	0	0
ENSG00000226046	0	0	0	0	0	0
ENSG00000226047	0	0	0	0	0	0
ENSG00000226048	1	2	0	0	0	0
ENSG00000226049	22	18	11	10	13	19
ENSG00000226051	24	7	6	26	21	3
ENSG00000226053	0	0	0	0	0	0
ENSG00000226054	0	0	0	0	0	0
ENSG00000226055	7	6	3	4	1	3
ENSG00000226056	1	0	0	1	0	0
ENSG00000226057	2	0	0	0	0	1
ENSG00000226058	0	0	0	1	0	0
ENSG00000226059	0	0	0	0	0	0
ENSG00000226061	0	0	0	0	0	0
ENSG00000226063	0	0	0	0	0	0
ENSG00000226064	0	0	0	0	0	0
ENSG00000226065	0	0	0	0	0	0
ENSG00000226066	0	0	0	0	0	0
ENSG00000226067	138	85	123	97	107	141
ENSG00000226068	3	0	0	0	0	0
ENSG00000226070	2	0	0	2	0	0
ENSG00000226072	1	1	1	2	0	1
ENSG00000226074	1	0	1	2	1	1
ENSG00000226075	0	0	0	0	0	0
ENSG00000226080	1	2	0	0	1	0
ENSG00000226081	0	0	0	1	0	0
ENSG00000226082	0	2	0	0	0	1
ENSG00000226083	0	0	0	0	0	0
ENSG00000226084	2	2	1	2	3	7
ENSG00000226085	6	10	11	6	11	9
ENSG00000226086	2	3	2	2	7	2
ENSG00000226087	19	16	25	22	24	18
ENSG00000226088	4	1	0	1	0	3
ENSG00000226089	0	1	0	1	0	0
ENSG00000226091	26	48	32	31	25	21
ENSG00000226092	0	0	0	0	0	0
ENSG00000226093	0	0	0	0	0	0
ENSG00000226094	0	0	1	0	0	0
ENSG00000226096	0	0	0	0	0	0
ENSG00000226097	0	0	2	0	1	0
ENSG00000226098	22	20	21	25	27	28
ENSG00000226101	5	0	5	0	3	0
ENSG00000226102	1	13	16	0	0	1
ENSG00000226107	4	4	3	1	1	0
ENSG00000226108	0	0	0	0	0	0
ENSG00000226110	0	0	0	0	0	0
ENSG00000226112	0	0	0	0	0	0
ENSG00000226113	0	0	0	0	0	0
ENSG00000226114	0	0	0	0	0	0
ENSG00000226115	0	0	0	0	0	0
ENSG00000226116	0	0	0	0	0	0
ENSG00000226117	2	3	8	8	3	1
ENSG00000226118	0	0	1	0	2	0
ENSG00000226119	0	0	0	0	0	0
ENSG00000226121	47	14	14	14	14	12
ENSG00000226122	0	0	0	0	0	0
ENSG00000226124	158	26	98	21	50	40
ENSG00000226125	2	5	1	4	2	2
ENSG00000226126	0	0	2	1	1	3
ENSG00000226128	1	1	1	1	0	0
ENSG00000226130	0	0	0	0	0	0
ENSG00000226131	0	1	1	0	0	0
ENSG00000226132	0	3	3	0	1	0
ENSG00000226133	0	0	0	0	0	2
ENSG00000226134	0	0	0	0	0	1
ENSG00000226137	389	203	258	269	275	273
ENSG00000226138	15	12	16	16	19	18
ENSG00000226140	0	0	0	1	0	0
ENSG00000226141	0	0	0	0	0	0
ENSG00000226142	0	0	0	0	0	0
ENSG00000226143	0	0	0	0	0	0
ENSG00000226144	3	1	1	0	0	2
ENSG00000226145	0	0	0	0	0	0
ENSG00000226147	0	0	0	0	1	0
ENSG00000226148	2	0	0	1	1	1
ENSG00000226149	10	15	10	11	2	7
ENSG00000226153	0	0	1	0	0	0
ENSG00000226156	0	0	0	0	0	0
ENSG00000226157	0	0	0	0	0	0
ENSG00000226158	3	1	0	2	0	1
ENSG00000226159	1	1	4	0	2	0
ENSG00000226160	0	0	0	0	0	0
ENSG00000226161	0	1	2	2	0	0
ENSG00000226163	0	1	4	2	0	0
ENSG00000226164	0	0	0	0	1	0
ENSG00000226166	0	0	0	0	0	0
ENSG00000226167	48	29	33	26	28	13
ENSG00000226168	0	0	0	0	0	0
ENSG00000226169	0	0	0	0	0	0
ENSG00000226172	0	2	0	0	0	1
ENSG00000226174	43	18	26	18	24	9
ENSG00000226179	0	0	0	0	0	0
ENSG00000226180	13	24	23	30	20	12
ENSG00000226181	0	0	0	0	0	0
ENSG00000226183	0	0	0	0	0	0
ENSG00000226185	0	1	0	1	0	0
ENSG00000226186	0	0	0	0	1	0
ENSG00000226188	0	0	0	0	0	0
ENSG00000226191	0	0	0	0	0	0
ENSG00000226193	0	0	0	0	1	0
ENSG00000226194	21	6	6	8	8	8
ENSG00000226196	0	0	0	0	0	0
ENSG00000226197	7	6	10	7	18	14
ENSG00000226199	0	0	0	0	0	0
ENSG00000226200	210	110	176	83	90	95
ENSG00000226203	0	0	0	0	1	0
ENSG00000226204	0	0	0	0	0	0
ENSG00000226205	4	0	3	4	5	1
ENSG00000226206	0	0	0	0	0	0
ENSG00000226207	0	0	0	0	1	0
ENSG00000226208	0	0	0	0	0	0
ENSG00000226209	0	2	0	1	1	0
ENSG00000226210	0	0	0	0	0	0
ENSG00000226211	0	0	0	0	0	0
ENSG00000226212	0	0	2	1	0	2
ENSG00000226213	0	0	0	0	0	0
ENSG00000226216	0	0	3	3	5	4
ENSG00000226217	0	0	0	0	0	0
ENSG00000226218	0	0	0	0	0	0
ENSG00000226220	0	0	0	1	0	0
ENSG00000226221	27	29	27	33	38	37
ENSG00000226222	0	0	0	0	0	0
ENSG00000226223	0	0	0	0	0	0
ENSG00000226226	0	0	0	2	0	0
ENSG00000226229	0	0	0	0	0	0
ENSG00000226230	0	0	0	0	0	0
ENSG00000226232	0	0	0	0	1	0
ENSG00000226233	0	0	0	0	1	0
ENSG00000226234	0	0	0	1	0	1
ENSG00000226235	5	13	3	18	2	19
ENSG00000226237	28	17	26	8	20	15
ENSG00000226238	0	0	0	0	0	0
ENSG00000226239	18	47	18	19	22	25
ENSG00000226241	0	0	1	0	0	0
ENSG00000226242	0	0	0	0	0	0
ENSG00000226243	0	0	0	0	0	0
ENSG00000226245	20	9	23	21	10	3
ENSG00000226246	0	0	0	0	1	0
ENSG00000226247	1	1	2	4	1	3
ENSG00000226249	0	0	0	0	0	0
ENSG00000226250	0	0	0	1	0	0
ENSG00000226251	36	12	26	7	24	6
ENSG00000226252	12	15	3	9	0	5
ENSG00000226253	1	4	0	5	3	5
ENSG00000226254	0	0	0	0	0	0
ENSG00000226255	1	0	0	0	0	0
ENSG00000226258	0	0	2	1	3	0
ENSG00000226259	0	0	0	0	0	0
ENSG00000226261	6	5	6	7	1	4
ENSG00000226262	0	0	0	0	0	0
ENSG00000226263	0	4	3	0	0	3
ENSG00000226266	26	45	50	45	49	32
ENSG00000226268	6	1	3	3	7	8
ENSG00000226270	0	0	0	0	0	0
ENSG00000226272	1	0	0	0	0	0
ENSG00000226273	0	1	0	1	0	0
ENSG00000226276	0	0	0	2	2	3
ENSG00000226278	0	0	0	0	0	0
ENSG00000226279	0	0	0	0	0	0
ENSG00000226280	0	0	0	0	0	0
ENSG00000226281	2	8	6	6	10	17
ENSG00000226284	4	4	4	2	4	2
ENSG00000226285	1	1	0	0	0	0
ENSG00000226286	0	0	0	0	0	0
ENSG00000226287	0	0	0	0	0	0
ENSG00000226288	0	1	2	0	1	1
ENSG00000226289	0	1	0	0	2	0
ENSG00000226291	0	1	0	0	0	0
ENSG00000226292	0	0	2	0	0	0
ENSG00000226296	0	0	0	0	0	0
ENSG00000226297	0	0	0	0	0	0
ENSG00000226298	0	0	0	0	0	0
ENSG00000226299	0	0	0	0	0	0
ENSG00000226301	0	0	0	0	0	0
ENSG00000226302	1	0	0	0	0	1
ENSG00000226304	0	0	0	0	0	0
ENSG00000226306	0	0	0	0	0	0
ENSG00000226307	0	0	0	0	0	0
ENSG00000226308	8	4	3	8	5	7
ENSG00000226309	1	0	2	0	0	0
ENSG00000226310	79	129	142	96	86	80
ENSG00000226312	36	31	29	31	59	27
ENSG00000226313	0	0	0	0	1	0
ENSG00000226314	50	54	54	12	15	13
ENSG00000226317	0	0	0	0	0	0
ENSG00000226318	7	5	4	2	0	1
ENSG00000226320	1	0	3	0	3	0
ENSG00000226321	2	6	1	3	2	1
ENSG00000226323	0	0	0	0	0	0
ENSG00000226324	0	0	0	0	0	0
ENSG00000226327	1	0	3	2	3	0
ENSG00000226328	91	125	157	95	160	79
ENSG00000226329	2	1	0	2	2	0
ENSG00000226330	10	7	3	7	2	1
ENSG00000226331	0	0	0	0	0	0
ENSG00000226332	21	83	31	70	20	39
ENSG00000226334	8	10	5	3	6	7
ENSG00000226336	0	0	0	0	0	0
ENSG00000226337	1	4	2	0	2	3
ENSG00000226338	0	0	0	0	0	0
ENSG00000226339	0	0	1	0	2	0
ENSG00000226340	0	0	0	0	2	0
ENSG00000226341	0	0	0	0	0	0
ENSG00000226342	1	0	0	0	1	0
ENSG00000226344	0	0	0	0	0	0
ENSG00000226345	1	2	2	4	4	1
ENSG00000226348	2	1	0	0	0	3
ENSG00000226349	2	0	4	2	3	1
ENSG00000226352	27	18	20	26	17	12
ENSG00000226353	0	0	0	0	0	0
ENSG00000226355	2	1	10	3	1	2
ENSG00000226356	0	0	0	0	0	0
ENSG00000226358	0	0	0	0	0	0
ENSG00000226359	2	0	1	0	0	0
ENSG00000226360	29	22	29	24	35	31
ENSG00000226361	1	0	1	1	0	1
ENSG00000226363	0	16	1	8	3	18
ENSG00000226364	0	0	0	0	1	0
ENSG00000226366	0	0	0	0	0	1
ENSG00000226367	4	2	8	4	7	1
ENSG00000226369	0	0	0	0	0	0
ENSG00000226370	1	2	0	0	0	0
ENSG00000226372	0	0	0	0	0	0
ENSG00000226374	0	0	0	0	1	0
ENSG00000226375	0	0	0	0	0	0
ENSG00000226383	32	33	26	5	10	3
ENSG00000226386	9	10	7	12	4	11
ENSG00000226387	0	0	0	0	0	0
ENSG00000226388	0	0	0	0	0	0
ENSG00000226389	0	0	0	0	0	0
ENSG00000226390	0	0	0	0	0	0
ENSG00000226392	0	0	0	0	0	0
ENSG00000226393	0	0	0	0	0	0
ENSG00000226394	1	0	0	0	0	0
ENSG00000226395	0	0	0	0	0	0
ENSG00000226396	29	23	39	32	46	22
ENSG00000226397	3	0	3	2	5	1
ENSG00000226398	0	0	0	0	0	0
ENSG00000226400	1	0	0	0	0	0
ENSG00000226401	0	0	0	0	0	0
ENSG00000226405	0	0	0	0	0	0
ENSG00000226406	0	0	0	0	0	0
ENSG00000226407	0	0	0	0	0	0
ENSG00000226409	1	2	2	1	2	1
ENSG00000226410	0	0	0	1	0	0
ENSG00000226411	0	0	0	0	0	0
ENSG00000226412	0	0	0	0	1	0
ENSG00000226413	0	0	0	0	0	0
ENSG00000226414	0	0	0	0	1	0
ENSG00000226415	58	46	46	39	49	61
ENSG00000226416	6	1	1	1	0	1
ENSG00000226419	95	56	187	119	229	79
ENSG00000226420	0	0	0	0	0	0
ENSG00000226421	1	0	1	0	1	0
ENSG00000226423	0	0	0	0	0	0
ENSG00000226425	0	0	0	0	0	0
ENSG00000226426	8	0	4	5	2	0
ENSG00000226427	0	0	0	0	0	0
ENSG00000226428	2	4	2	2	2	2
ENSG00000226429	0	0	0	0	0	0
ENSG00000226430	0	0	0	0	0	0
ENSG00000226431	0	0	0	0	0	0
ENSG00000226432	1	3	2	3	1	3
ENSG00000226433	0	0	0	0	0	0
ENSG00000226435	0	0	0	0	0	0
ENSG00000226436	3	1	0	2	0	0
ENSG00000226438	0	0	1	0	0	0
ENSG00000226439	2	0	0	1	2	0
ENSG00000226440	2	5	3	2	5	0
ENSG00000226441	0	0	1	0	0	0
ENSG00000226442	0	0	0	0	0	0
ENSG00000226443	6	2	0	1	0	2
ENSG00000226444	0	0	0	0	0	0
ENSG00000226445	38	35	42	18	33	27
ENSG00000226446	0	0	0	0	0	0
ENSG00000226447	0	0	0	1	0	0
ENSG00000226448	0	0	0	0	0	0
ENSG00000226449	0	0	0	0	0	0
ENSG00000226450	0	0	0	0	0	0
ENSG00000226453	5	5	7	13	11	15
ENSG00000226454	0	0	0	1	0	0
ENSG00000226455	0	0	0	0	0	0
ENSG00000226457	0	0	2	1	4	1
ENSG00000226461	0	0	0	0	0	0
ENSG00000226465	40	31	26	23	17	14
ENSG00000226466	7	7	7	8	10	7
ENSG00000226468	0	0	0	0	0	0
ENSG00000226469	13	4	6	5	4	4
ENSG00000226470	0	0	0	0	0	0
ENSG00000226471	87	70	113	44	102	63
ENSG00000226472	0	0	0	0	0	0
ENSG00000226473	0	0	0	0	0	0
ENSG00000226474	0	0	0	0	0	0
ENSG00000226476	11	2	14	4	12	0
ENSG00000226477	0	0	0	0	0	0
ENSG00000226478	0	1	2	2	3	1
ENSG00000226479	636	375	507	475	471	474
ENSG00000226480	0	0	0	0	0	0
ENSG00000226481	0	0	0	0	0	0
ENSG00000226482	0	0	0	0	0	1
ENSG00000226483	0	0	0	0	1	0
ENSG00000226484	0	0	0	0	0	0
ENSG00000226485	0	0	0	0	0	0
ENSG00000226486	0	0	0	0	1	0
ENSG00000226487	0	0	0	0	0	0
ENSG00000226488	0	0	0	0	0	0
ENSG00000226489	0	0	0	1	0	0
ENSG00000226490	0	0	0	0	0	0
ENSG00000226491	16	8	9	3	6	2
ENSG00000226493	1	2	3	2	1	1
ENSG00000226496	8	7	6	4	6	6
ENSG00000226497	0	0	0	0	0	0
ENSG00000226498	2	3	3	3	7	0
ENSG00000226499	0	3	6	2	9	2
ENSG00000226500	0	0	0	0	0	0
ENSG00000226501	0	0	0	0	0	0
ENSG00000226502	0	0	0	0	0	0
ENSG00000226504	0	0	0	0	0	0
ENSG00000226506	1	1	1	2	1	2
ENSG00000226507	0	0	0	0	0	1
ENSG00000226508	4	5	5	7	3	1
ENSG00000226509	0	0	0	0	0	0
ENSG00000226510	1	0	0	1	0	0
ENSG00000226515	0	0	0	0	0	0
ENSG00000226516	9	11	15	5	11	8
ENSG00000226519	8	8	7	2	5	1
ENSG00000226520	4	4	1	2	7	3
ENSG00000226521	0	0	0	0	1	1
ENSG00000226522	0	0	3	0	1	0
ENSG00000226523	0	0	0	0	0	0
ENSG00000226525	3	1	3	2	6	3
ENSG00000226526	0	0	0	0	0	0
ENSG00000226527	1	0	0	1	0	0
ENSG00000226529	0	0	0	0	0	0
ENSG00000226530	50	14	30	17	19	10
ENSG00000226532	0	0	2	0	1	0
ENSG00000226533	6	11	11	4	37	9
ENSG00000226534	0	0	0	0	0	0
ENSG00000226535	0	1	0	0	1	0
ENSG00000226536	0	0	0	0	0	0
ENSG00000226537	0	0	0	0	0	0
ENSG00000226539	2	0	2	0	1	0
ENSG00000226540	1	0	1	0	0	1
ENSG00000226541	0	0	0	0	0	0
ENSG00000226542	0	0	0	0	0	0
ENSG00000226543	5	1	6	4	9	7
ENSG00000226544	3	2	1	0	0	3
ENSG00000226545	0	1	6	2	8	2
ENSG00000226547	0	0	0	0	0	0
ENSG00000226548	1	1	0	1	2	1
ENSG00000226549	2	1	0	4	1	1
ENSG00000226552	0	0	1	1	0	0
ENSG00000226553	1	2	1	2	1	4
ENSG00000226554	0	0	0	0	0	0
ENSG00000226555	0	0	0	0	0	1
ENSG00000226556	0	1	4	1	4	0
ENSG00000226557	0	0	0	0	0	0
ENSG00000226558	0	0	0	0	0	0
ENSG00000226562	3	2	3	0	0	0
ENSG00000226564	5	8	4	7	5	8
ENSG00000226565	0	0	0	0	0	0
ENSG00000226566	0	0	0	0	0	0
ENSG00000226567	0	0	0	0	1	0
ENSG00000226570	0	0	0	0	0	0
ENSG00000226571	18	2	20	11	23	5
ENSG00000226572	0	0	0	0	0	0
ENSG00000226573	0	0	0	1	0	1
ENSG00000226576	0	0	0	1	2	0
ENSG00000226577	0	0	0	0	0	0
ENSG00000226578	5	3	1	2	2	5
ENSG00000226579	0	0	0	0	0	0
ENSG00000226580	0	0	0	0	0	0
ENSG00000226581	18	8	14	4	12	6
ENSG00000226582	0	0	1	0	0	0
ENSG00000226587	0	0	0	0	0	0
ENSG00000226590	0	0	0	0	0	0
ENSG00000226592	0	0	0	0	0	0
ENSG00000226594	0	0	0	0	0	0
ENSG00000226595	0	0	0	0	0	0
ENSG00000226597	0	0	0	0	0	0
ENSG00000226599	3	2	3	2	2	0
ENSG00000226600	0	0	0	0	0	0
ENSG00000226601	0	0	0	3	0	0
ENSG00000226604	0	1	1	0	2	1
ENSG00000226605	0	0	0	0	0	0
ENSG00000226608	0	0	0	0	0	0
ENSG00000226609	5	5	5	1	8	3
ENSG00000226611	0	0	0	0	0	0
ENSG00000226616	0	0	0	0	0	0
ENSG00000226617	0	0	3	1	3	1
ENSG00000226619	0	0	0	0	0	0
ENSG00000226620	0	0	0	2	0	0
ENSG00000226621	0	0	0	0	0	0
ENSG00000226622	11	2	5	2	1	1
ENSG00000226624	2	2	2	4	5	5
ENSG00000226625	0	0	0	0	0	0
ENSG00000226626	0	0	0	0	0	0
ENSG00000226627	11	3	4	5	5	0
ENSG00000226629	0	0	0	0	0	0
ENSG00000226631	0	0	1	1	0	0
ENSG00000226632	2	0	4	1	2	1
ENSG00000226633	0	0	0	0	0	0
ENSG00000226636	10	3	6	1	10	0
ENSG00000226640	0	0	0	0	0	0
ENSG00000226641	2	1	0	2	2	1
ENSG00000226642	0	0	0	0	1	1
ENSG00000226643	0	0	0	0	0	0
ENSG00000226644	1	2	2	2	5	6
ENSG00000226645	0	0	1	0	0	0
ENSG00000226646	1	0	0	2	0	2
ENSG00000226647	0	1	3	2	4	0
ENSG00000226648	71	82	47	35	35	14
ENSG00000226649	1	1	0	0	0	0
ENSG00000226650	0	1	2	0	2	1
ENSG00000226652	0	0	0	0	0	0
ENSG00000226653	0	0	0	0	0	0
ENSG00000226655	0	0	0	0	0	0
ENSG00000226658	0	0	0	0	0	0
ENSG00000226659	4	0	3	1	5	1
ENSG00000226660	5	0	1	1	2	1
ENSG00000226661	0	0	0	0	0	0
ENSG00000226662	0	0	0	0	0	0
ENSG00000226663	0	0	0	0	0	0
ENSG00000226664	1	0	1	0	1	0
ENSG00000226665	0	0	0	0	0	0
ENSG00000226666	13	9	12	9	13	18
ENSG00000226668	1	0	0	0	0	1
ENSG00000226669	12	6	9	5	1	2
ENSG00000226670	0	0	0	1	0	0
ENSG00000226671	0	0	0	0	1	0
ENSG00000226673	2	0	1	2	2	1
ENSG00000226674	25	46	32	48	45	42
ENSG00000226676	0	0	0	0	0	1
ENSG00000226677	13	8	8	7	8	14
ENSG00000226679	0	0	0	0	0	0
ENSG00000226680	0	0	0	0	0	0
ENSG00000226681	0	0	0	0	0	0
ENSG00000226683	0	0	0	0	0	0
ENSG00000226685	0	0	0	0	0	0
ENSG00000226686	51	21	37	18	20	27
ENSG00000226688	109	190	105	247	152	96
ENSG00000226690	0	0	0	0	1	0
ENSG00000226693	1	1	0	0	0	0
ENSG00000226694	0	0	0	0	0	0
ENSG00000226695	1	0	0	0	0	0
ENSG00000226696	0	0	0	0	0	0
ENSG00000226698	0	0	0	0	0	0
ENSG00000226699	3	2	2	1	0	1
ENSG00000226700	0	0	0	0	0	0
ENSG00000226701	2	6	0	6	3	5
ENSG00000226702	0	0	1	0	2	0
ENSG00000226703	0	0	0	0	0	0
ENSG00000226705	0	1	0	0	1	0
ENSG00000226706	13	27	18	11	8	2
ENSG00000226707	0	0	0	1	0	0
ENSG00000226708	0	0	0	0	0	0
ENSG00000226709	0	0	0	0	0	0
ENSG00000226711	51	35	34	30	28	26
ENSG00000226715	4	1	2	2	3	4
ENSG00000226716	0	0	0	0	0	0
ENSG00000226717	0	0	0	0	0	0
ENSG00000226718	0	0	0	0	0	0
ENSG00000226721	0	0	0	0	0	0
ENSG00000226722	0	0	0	0	0	0
ENSG00000226723	1	2	3	3	4	3
ENSG00000226724	0	0	0	0	0	0
ENSG00000226725	0	0	0	0	0	0
ENSG00000226726	0	0	0	0	0	1
ENSG00000226729	0	0	1	0	0	0
ENSG00000226733	0	0	0	0	0	0
ENSG00000226734	0	2	0	0	2	0
ENSG00000226739	0	0	0	0	0	0
ENSG00000226741	0	0	0	0	1	0
ENSG00000226742	254	354	275	236	189	255
ENSG00000226744	1	3	1	1	0	0
ENSG00000226745	0	0	0	0	0	0
ENSG00000226746	7	2	8	5	3	0
ENSG00000226750	0	0	0	0	0	0
ENSG00000226752	0	0	0	1	0	0
ENSG00000226753	0	0	0	0	0	0
ENSG00000226754	21	5	13	10	12	2
ENSG00000226755	0	0	0	0	0	1
ENSG00000226756	10	0	1	1	2	1
ENSG00000226757	0	4	3	0	0	0
ENSG00000226758	0	0	0	1	0	0
ENSG00000226759	1	1	0	0	0	0
ENSG00000226761	0	0	0	0	0	0
ENSG00000226762	8	0	1	0	2	1
ENSG00000226763	9	26	25	16	10	11
ENSG00000226764	0	0	0	0	0	0
ENSG00000226765	0	0	0	0	0	0
ENSG00000226766	0	0	0	0	0	0
ENSG00000226767	0	0	0	0	0	0
ENSG00000226769	0	0	0	0	0	0
ENSG00000226770	0	0	0	0	0	0
ENSG00000226771	0	0	0	0	0	0
ENSG00000226772	0	2	0	2	0	0
ENSG00000226773	0	0	0	0	0	0
ENSG00000226774	0	0	0	0	1	0
ENSG00000226776	0	0	0	0	0	0
ENSG00000226777	1	1	8	6	4	0
ENSG00000226779	0	1	0	0	0	0
ENSG00000226780	1	0	0	1	1	0
ENSG00000226781	8	4	2	6	6	6
ENSG00000226782	0	0	0	1	0	0
ENSG00000226783	4	1	0	0	1	1
ENSG00000226784	0	0	1	0	2	1
ENSG00000226789	2	1	0	0	1	0
ENSG00000226790	1	1	3	2	0	1
ENSG00000226791	15	12	20	16	37	10
ENSG00000226792	2	1	1	0	0	0
ENSG00000226794	0	0	0	0	0	0
ENSG00000226797	1	1	2	0	0	0
ENSG00000226798	0	0	1	0	0	1
ENSG00000226800	7	14	12	6	4	6
ENSG00000226801	1	1	1	2	0	0
ENSG00000226802	0	0	0	0	0	0
ENSG00000226803	23	17	35	27	33	15
ENSG00000226804	0	0	0	0	0	0
ENSG00000226806	7	0	6	3	10	0
ENSG00000226807	0	0	0	0	0	0
ENSG00000226808	14	24	11	7	5	19
ENSG00000226810	0	1	0	0	0	0
ENSG00000226812	1	0	0	0	0	0
ENSG00000226813	0	0	0	0	0	0
ENSG00000226814	0	0	0	0	0	0
ENSG00000226816	62	14	26	5	29	15
ENSG00000226818	0	0	1	0	0	1
ENSG00000226819	5	0	5	0	2	2
ENSG00000226820	0	0	0	0	0	0
ENSG00000226823	0	0	0	0	0	0
ENSG00000226824	122	115	110	87	87	66
ENSG00000226825	0	0	0	0	1	0
ENSG00000226827	0	0	0	0	1	0
ENSG00000226828	1	0	2	0	0	0
ENSG00000226829	0	0	0	0	0	0
ENSG00000226831	0	0	0	0	0	0
ENSG00000226833	44	34	40	23	17	34
ENSG00000226835	0	2	0	5	2	0
ENSG00000226836	0	0	0	0	0	0
ENSG00000226837	0	0	0	0	1	0
ENSG00000226838	0	0	0	0	0	0
ENSG00000226839	0	0	0	0	0	0
ENSG00000226840	0	2	0	0	0	0
ENSG00000226842	1	2	1	0	11	4
ENSG00000226843	0	0	0	0	0	0
ENSG00000226845	3	0	0	3	2	1
